,question,topic,quesiton
314,,Differential_Equations,"Given the differential equation y'' + 2y' + y = 0, find the general solution."
315,,Differential_Equations,Use the separation of variables method to solve the differential equation y' = -3xy^2.
316,,Differential_Equations,Find the general solution of the differential equation x^2y' + 2xy = 3x^4.
317,,Differential_Equations,"Solve the initial value problem x^2y' + 2xy = 3x^4, y(0) = 1."
318,,Differential_Equations,"Given the differential equation y'' = -9y, find the general solution."
319,,Differential_Equations,Use the integrating factor method to solve the differential equation xy' - y = x^2.
320,,Differential_Equations,Find the general solution of the differential equation y'' - y' = 2x.
321,,Differential_Equations,Find the general solution to the differential equation dy/dx = x^2
322,,Differential_Equations,"Solve the initial value problem y' = e^(x-1), y(0) = 5"
323,,Differential_Equations,Find the particular solution to the differential equation y'' + 2y' + y = sin(x)
324,,Differential_Equations,"Solve the boundary value problem y'' + 3y' - 4y = 12, y(0) = 0, y(1) = 1"
325,,Differential_Equations,Use the method of variation of parameters to solve the differential equation y'' - 5y' + 6y = cos(x)
326,,Differential_Equations,Find the general solution to the differential equation (x^2 + 1)y' + 2xy = 3x
327,,Differential_Equations,Verify that the function y(x) = -2x + 3 is a solution to the differential equation y'' + 3y' + 2y = 0
328,,Differential_Equations,"Find the general solution to the initial value problem y' = 2x cos(x), y(π/2) = 1"
329,,Differential_Equations,Use the Laplace transform to solve the differential equation y'' - 4y = 5e^(2x)
330,,Differential_Equations,Find the recurrence relation for the coefficients of the power series solution to the differential equation y'' + y = 0
331,,Differential_Equations,What is the solution to the differential equation dy/dx = x^2 ?
332,,Differential_Equations,Find the general solution to the differential equation d^2y/dx^2 + 2dy/dx + y = 0.
333,,Differential_Equations,Use separation of variables to solve the differential equation dy/dx = 2x(1-y).
334,,Differential_Equations,Find the particular solution to the differential equation dy/dx = 3xy with initial condition y(0) = 2.
335,,Differential_Equations,Solve the differential equation d^2y/dx^2 + 6dy/dx + 9y = 20e^(-3x).
336,,Differential_Equations,Determine the general solution to the differential equation dy/dx = y + 2/x.
337,,Differential_Equations,Find the specific solution to the differential equation dy/dx = 4x^2 + 3x + 2 with initial condition y(1) = 1.
338,,Differential_Equations,Solve the differential equation d^2y/dx^2 + 9y = 0 using the characteristic equation.
339,,Differential_Equations,Find the solution to the differential equation dy/dx = x^3y.
340,,Differential_Equations,Use variation of parameters to solve the differential equation d^2y/dx^2 + 5y = 4x.
341,,Differential_Equations,Find the general solution to the differential equation dy/dx = 3x^2 + 2x
342,,Differential_Equations,Determine the particular solution of the differential equation dy/dx = 2x^3 + 5x with initial condition y(0) = 4.
343,,Differential_Equations,Solve the differential equation (x+1)dy/dx - y = ln(x) e^x
344,,Differential_Equations,Find the value of c for which the function y = c/x is a solution to the differential equation dy/dx + 2x^2y = 6x.
345,,Differential_Equations,"Using Euler's method with a step size of 0.1, approximate the solution to the differential equation dy/dx = x^2 + x, with initial condition y(0) = 1."
346,,Differential_Equations,Find the general solution to the differential equation d^2y/dx^2 + 5dy/dx + 6y = 0.
347,,Differential_Equations,"Solve the initial value problem d^2y/dx^2 + y = 7sin(2x), y(0) = 2, dy/dx(0) = -1."
348,,Differential_Equations,"Determine the particular solution to the differential equation d^2y/dx^2 + 4y = 8cos(3x) with boundary conditions y(0) = 1, y(pi/2) = -2."
349,,Differential_Equations,Find the value of c for which the function y = c/x^2 is a solution to the differential equation x^2dy/dx + 2xy = 2.
350,,Differential_Equations,"Using Laplace transforms, solve the differential equation d^2y/dx^2 + 4dy/dx + 4y = 2x, with initial conditions y(0) = 3, dy/dx(0) = 1."
351,,Differential_Equations,the general solution to the differential equation dy/dx = x² + 2x
352,,Differential_Equations,For what values of k does the differential equation dy/dx = kx² have a solution where y(0) = 5?
353,,Differential_Equations,"Solve the initial value problem dy/dx = 3x, y(0) = 1"
354,,Differential_Equations,"Find the particular solution to the differential equation d²y/dx² = 6x, given that y(0) = 5 and dy/dx(0) = 1"
355,,Differential_Equations,"Solve the differential equation d²y/dx² - 2y = x, given that y(0) = 1 and dy/dx(0) = 2"
356,,Differential_Equations,"Determine the value of k for which the following equation has a solution: dy/dx = kx, y(2) = 5"
357,,Differential_Equations,Find the general solution to the differential equation dy/dx = e^(2x) + 3
358,,Differential_Equations,"Solve the initial value problem d²y/dx² + 4y = 4x, y(0) = 1, dy/dx(0) = 2"
359,,Differential_Equations,Determine the value of k for which the equation dy/dx = kx has a solution y = 2x + 1.
360,,Differential_Equations,"Find the particular solution to the differential equation d²y/dx² + 2y = x³, given that y(0) = 2 and dy/dx(0) = -1"
361,,Differential_Equations,Find the general solution for the differential equation dy/dx = 2x - 3.
362,,Differential_Equations,"Solve the initial value problem dy/dx = 4x, y(0) = 3."
363,,Differential_Equations,Determine if the function y = exp(2x) is a solution to the differential equation dy/dx = 2y.
364,,Differential_Equations,Find the particular solution of the differential equation dy/dx = 5x with the initial condition y(1) = 10.
365,,Differential_Equations,"Using separation of variables, solve the differential equation dy/dx = 2y exp(-x)."
366,,Differential_Equations,Find the general solution to the differential equation d²y/dx² = 9y.
367,,Differential_Equations,Solve the differential equation dy/dx + 3y = 9x using integrating factor.
368,,Differential_Equations,Find the particular solution to the differential equation dy/dx = 3y - 2x with the initial condition y(0) = 1.
369,,Differential_Equations,Determine if the function y = exp(x) is a solution to the differential equation d²y/dx² = -y.
370,,Differential_Equations,Solve the differential equation d²y/dx² + y = sin(x) with the initial conditions y(0) = 1 and y'(0) = 0.
371,,Differential_Equations,Find the general solution of the differential equation: dy/dx = x + 2y
372,,Differential_Equations,"Determine the particular solution for the initial value problem: dy/dx = 4cosx, y(π) = 2"
373,,Differential_Equations,Solve the differential equation: d²y/dx² = 2x - 5
374,,Differential_Equations,"Find the solution of the initial value problem: dy/dx = x, y(0) = 2"
375,,Differential_Equations,Determine the general solution of the differential equation: d²y/dx² + y = x²
376,,Differential_Equations,"Solve the initial value problem: y' + 2xy = x, y(0) = 1"
377,,Differential_Equations,Find the solution to: dy/dx = 3x²y
378,,Differential_Equations,Determine the general solution of the differential equation: d²y/dx² + y = e^x
379,,Differential_Equations,"Solve the initial value problem: d²y/dx² + 4y = 0, y(0) = 2, y'(0) = -3"
380,,Differential_Equations,Find the solution of the differential equation: d/dx (xy) = x + y
381,,Differential_Equations,Find the general solution to the differential equation y'' + y' - 3y = 0.
382,,Differential_Equations,"Solve the initial value problem y' + y = 2x, y(0) = 1."
383,,Differential_Equations,Determine the solution of the differential equation (x^2 + y^2)dx + 2xydy = 0.
384,,Differential_Equations,Use separation of variables to solve the differential equation y' + x^2y = 5x.
385,,Differential_Equations,Find the solution to the differential equation (x^2 + 1)dy/dx + x^3y = x.
386,,Differential_Equations,"Find the particular solution to the differential equation y' - y = 2e^x, given y(0) = 3."
387,,Differential_Equations,Use the method of undetermined coefficients to solve the differential equation y'' + 3y' + 2y = 5x^2.
388,,Differential_Equations,Find the general solution to the differential equation x^2y' + xy = sin(x).
389,,Differential_Equations,"Solve the initial value problem x^2y' + y = x^2, y(1) = 4."
390,,Differential_Equations,Use Laplace transforms to solve the differential equation y'' + 4y' + 4y = 3e^(-2t).
391,,Differential_Equations,What is the general solution to the differential equation dy/dx = x?
392,,Differential_Equations,"Find the particular solution of the differential equation dy/dx = 2x, where y(0) = 3."
393,,Differential_Equations,Solve the differential equation d^2y/dx^2 + 4y = 0.
394,,Differential_Equations,"Given the differential equation dy/dx = 2x + 3y, find the value of y when x = 2."
395,,Differential_Equations,Find the general solution to the differential equation d^2y/dx^2 + y = 0.
396,,Differential_Equations,"Solve the initial value problem d^2y/dx^2 + 2dy/dx + y = cos(2x), where y(pi) = 0 and y'(pi) = 1."
397,,Differential_Equations,"Find the particular solution to the differential equation dy/dx = 3x^2 + 5, where y(1) = 10."
398,,Differential_Equations,"Solve the differential equation d^2y/dx^2 + 4dy/dx + 4y = x^2, given y(0) = 1 and y'(0) = 2."
399,,Differential_Equations,What is the general solution to the differential equation d^3y/dx^3 + 2d^2y/dx^2 + dy/dx + y = 0?
400,,Differential_Equations,"Find the particular solution to the differential equation d^2y/dx^2 - 4y = 8sin(2x), where y(0) = 0 and y'(0) = -1."
401,,Differential_Equations,What is the general solution to the differential equation dy/dx = 3x^2?
402,,Differential_Equations,Find the particular solution to the differential equation dy/dx = 2x with initial condition y(0) = 3.
403,,Differential_Equations,Determine whether the function y=2x+1 is a solution to the differential equation dy/dx = 2x.
404,,Differential_Equations,Solve the differential equation dy/dx = 4x^3 with initial condition y(1) = 5.
405,,Differential_Equations,Find the general solution to the differential equation dy/dx = -4x^2 + 6x + 9.
406,,Differential_Equations,Determine if the function y=e^(3x) is a solution to the differential equation dy/dx = 3e^(2x).
407,,Differential_Equations,Find the particular solution to the differential equation dy/dx = 2xy with initial condition y(0) = 1.
408,,Differential_Equations,Solve the differential equation dy/dx = -2x^2 with initial condition y(2) = 10.
409,,Differential_Equations,Find the general solution to the differential equation dy/dx = (x+y)^2.
410,,Differential_Equations,Determine if the function y=2cos(x) is a solution to the differential equation dy/dx = -2sin(x).
411,,Differential_Equations,Find the general solution to the differential equation dy/dx = 2x^2 + 3x + 4.
412,,Differential_Equations,"Use the method of separation of variables to solve the initial value problem dy/dx = x^2 + y^2, y(0) = 1."
413,,Differential_Equations,"Find the particular solution to the equation dy/dx = 4x^3, y(1) = 2."
414,,Differential_Equations,Use the method of integrating factors to solve the differential equation x^2y' + 3xy = x^3.
415,,Differential_Equations,Determine whether the function y = x^3 - 2x + 5 is a solution to the differential equation dy/dx = 3x^2 - 2.
416,,Differential_Equations,Find the general solution to the equation y'' + y' = 2.
417,,Differential_Equations,"Use the Laplace transform to solve the initial value problem y'' + 4y' + 3y = 0, y(0) = 2, y'(0) = 4."
418,,Differential_Equations,Find the particular solution to the differential equation y'' - 3y' + 2y = e^x.
419,,Differential_Equations,Use the variation of parameters method to solve the equation y'' + y' = 2sin(x).
420,,Differential_Equations,Find the general solution to the differential equation (x^2 + 1)y' + y = x.
421,,Differential_Equations,Give the general solution to the differential equation: y' = 2x + 1
422,,Differential_Equations,"Find the particular solution to the differential equation: y' = 3x^2 + 2x, given that y(0) = 2"
423,,Differential_Equations,"Solve the initial value problem: y' = cos(x), y(0) = -1"
424,,Differential_Equations,Show that the function y = 3ex is a solution to the differential equation: y' = 3y
425,,Differential_Equations,"Determine the solution to the differential equation: x^2 y' + y = x, given that y(1) = 4"
426,,Differential_Equations,Use the method of undetermined coefficients to solve the differential equation: y' + 3y = 2x + 6
427,,Differential_Equations,"Find the particular solution to the differential equation: y'' + 4y' + 3y = 6e^x, given that y(0) = 0 and y'(0) = 1"
428,,Differential_Equations,"Solve the initial value problem: y'' - 4y' + 4y = e^2x, y(0) = 0 and y'(0) = 1"
429,,Differential_Equations,Use variation of parameters to solve the differential equation: y'' + 2y' + y = 3e^x
430,,Differential_Equations,Find the general solution of the differential equation: (x^2 + 1)y' + xy = 0
431,,Differential_Equations,Find the general solution to the differential equation y''(x) + 4y(x) = 0
432,,Differential_Equations,"Solve the initial value problem y'(x) = 3x^2, y(0) = 2"
433,,Differential_Equations,Show that the function y(x) = e^(-x) is a solution to the differential equation y'(x) + y(x) = 0
434,,Differential_Equations,Find the particular solution to the differential equation y''(x) + 2y'(x) + y(x) = x
435,,Differential_Equations,Verify that the function y(x) = e^(2x) is a solution to the differential equation y''(x) - 4y(x) = 0
436,,Differential_Equations,"Solve the initial value problem y'(x) = y(x), y(0) = 1"
437,,Differential_Equations,Find the general solution to the differential equation y'(x) - y(x) = 4x
438,,Differential_Equations,Show that the function y(x) = x^2 is a solution to the differential equation y''(x) + 2y'(x) + y(x) = 0
439,,Differential_Equations,Determine if the function y(x) = e^x is a solution to the differential equation y'(x) + y(x) = x^2
440,,Differential_Equations,"Solve the initial value problem y''(x) + 3y'(x) + 2y(x) = 6, y(0) = 1, y'(0) = 2"
441,,Differential_Equations,Find the general solution to the first-order differential equation dy/dx = 2x + 1.
442,,Differential_Equations,"Solve the initial value problem y' + y = x, y(0) = 1."
443,,Differential_Equations,"Find the equilibrium solutions of the logistic differential equation y' = ky(1-y), where k is a constant."
444,,Differential_Equations,Determine whether the given differential equation is separable: xy' = ycos(x).
445,,Differential_Equations,Solve the second-order differential equation y'' - 3y' + 2y = 0.
446,,Differential_Equations,Find the particular solution to the differential equation y' = y + 4e^x with the initial condition y(0) = 3.
447,,Differential_Equations,Determine the stability of the equilibrium solutions for the differential equation y' = y(1+y)(4-y).
448,,Differential_Equations,"Solve the system of linear first-order differential equations dx/dt = x + y, dy/dt = 3x - y."
449,,Differential_Equations,Use the method of undetermined coefficients to find a particular solution to the differential equation y'' + 2y' + y = cos(2x).
450,,Differential_Equations,"Solve the initial value problem y' = y/x, y(1) = e."
451,,Differential_Equations,"Find the particular solution to the differential equation dy/dx = 2x^2 + 3x, given the initial condition y(0) = 5."
452,,Differential_Equations,Calculate the general solution to the differential equation d^2y/dx^2 + 5dy/dx - 6y = 0.
453,,Differential_Equations,"Solve the initial value problem dy/dx = 4x^3, y(1) = 2."
454,,Differential_Equations,Investigate the existence and uniqueness of solutions to the differential equation dy/dx = x^2 + y.
455,,Differential_Equations,Find the solution to the first-order linear differential equation (x + 3)y' + 4y = x^2 + 1.
456,,Differential_Equations,"Determine the interval of validity for the solution to the initial value problem y' = 4x^3 - 2x, y(2) = -4."
457,,Differential_Equations,Use the method of undetermined coefficients to find the particular solution to the equation d^2y/dx^2 - 4dy/dx + 4y = 2e^x.
458,,Differential_Equations,"Find the steady-state solution to the differential equation dy/dt = -y + 6t, given that y(0) = 2."
459,,Differential_Equations,Determine whether the function y(x) = x^2 - 4x + 6 satisfies the differential equation d^2y/dx^2 = 2.
460,,Differential_Equations,"Solve the second-order differential equation d^2y/dx^2 + 5dy/dx + 6y = 10e^x, with initial conditions y(0) = 3 and y'(0) = -2."
461,,Differential_Equations,"Determine the particular solution to the differential equation y' = -2x, given the initial condition y(0) = 5."
462,,Differential_Equations,Find the general solution to the differential equation y' + 3y = 6x.
463,,Differential_Equations,"Solve the initial value problem y' + y = x, y(0) = 2."
464,,Differential_Equations,"Find the particular solution to the differential equation y'' - 3y' + 2y = 0, given that y(0) = 3 and y'(0) = 0."
465,,Differential_Equations,Determine the general solution to the differential equation dy/dx = 2xy/x^2.
466,,Differential_Equations,"Solve the initial value problem y'' + 5y' = 3, y(0) = 1, y'(0) = -2."
467,,Differential_Equations,Find the solution to the differential equation (1+y^2)dx + ydy = 0.
468,,Differential_Equations,"Solve the initial value problem y' = -2x + 4, y(2) = 3."
469,,Differential_Equations,Find the general solution to the differential equation xy' = 3y.
470,,Differential_Equations,"Determine the particular solution to the differential equation y'' + 3y' + 2y = cosx, given y(0) = 0 and y'(0) = 1."
471,,Differential_Equations,Find the general solution to the differential equation dy/dx = 2x + 3.
472,,Differential_Equations,"Solve the initial value problem dy/dx = 4x, y(0)=3."
473,,Differential_Equations,Use the method of separation of variables to solve the differential equation dy/dx = x^2 + 5.
474,,Differential_Equations,"Find the particular solution of the differential equation d^2y/dx^2 + 3dy/dx - 4y = 10x, with initial conditions y(0) = 2, y'(0) = 1."
475,,Differential_Equations,Show that the function y=e^x is a solution to the differential equation dy/dx = e^x.
476,,Differential_Equations,"Use Euler's method to approximate the solution to the differential equation dy/dx = x^2 + 1, with initial condition y(0) = 1."
477,,Differential_Equations,Find the explicit solution to the differential equation d^2y/dx^2 - 2dy/dx + 5y = e^(2x).
478,,Differential_Equations,Verify that y = x^3 + 2 is a solution to the differential equation d^3y/dx^3 + 3dy/dx = 0.
479,,Differential_Equations,"Use the Laplace transform to solve the differential equation d^2y/dx^2 + 2dy/dx + 3y = cos(x), with initial conditions y(0) = 0, y'(0) = 1."
480,,Differential_Equations,Show that the function y=Ce^x is a general solution to the differential equation dy/dx = y.
481,,Differential_Equations,Find the general solution to the first-order differential equation: dy/dx = 2x + 3.
482,,Differential_Equations,"Solve the initial value problem dy/dx = x^2, y(0) = 1."
483,,Differential_Equations,Show that the function y(x) = Ce^(-2x) is a solution to the differential equation dy/dx = -2y.
484,,Differential_Equations,Find the explicit solution to the first-order linear differential equation dy/dx + 2y = 5x.
485,,Differential_Equations,Compute the particular solution to the differential equation dy/dx = x^2 + 3 with the initial condition y(1) = 4.
486,,Differential_Equations,Determine whether the differential equation sin(x) dy/dx = 2y has a unique solution.
487,,Differential_Equations,Use separation of variables to solve the differential equation dy/dx = sin(x)/cos(y).
488,,Differential_Equations,Find the general solution to the nonlinear differential equation dy/dx = y^2/x^2.
489,,Differential_Equations,"Solve the initial value problem dy/dx = 3x + 2y, y(0) = 4."
490,,Differential_Equations,Show that the function y(x) = x^2 is a solution to the second-order differential equation d^2y/dx^2 + 2dy/dx + y = 0.
491,,Differential_Equations,Find the general solution of the differential equation dy/dx = x + 2y.
492,,Differential_Equations,"Determine the particular solution of the initial value problem dy/dx = y^2, y(0) = 1."
493,,Differential_Equations,Solve the separable differential equation dy/dx = (x^3 + 1)/(x^2 + 2).
494,,Differential_Equations,Find the solution of the differential equation dy/dx = e^x * cos(x).
495,,Differential_Equations,Solve the homogeneous differential equation dx/dy = (x + y)/(x - y).
496,,Differential_Equations,"Determine the particular solution of the initial value problem dy/dx + 2y = sin(x), y(0) = 1."
497,,Differential_Equations,"Find the equation of the curve whose slope at any point (x,y) is given by dy/dx = (x + 2y) / (x - 2y)."
498,,Differential_Equations,Solve the exact differential equation (x + y)dx + (y + x^2)dy = 0.
499,,Differential_Equations,Find the solution of the first-order linear differential equation dy/dx + 3y = 6x.
500,,Differential_Equations,Determine the implicit solution of the differential equation dx/dy = e^y / (1 + x^2).
501,,Differential_Equations,What is the solution to the differential equation dy/dx = 2x + 3?
502,,Differential_Equations,Find the particular solution to the differential equation d^2y/dx^2 + 2dy/dx + y = 0.
503,,Differential_Equations,"What is the general solution to the differential equation dx/dt = -kx, where k is a constant?"
504,,Differential_Equations,"A population follows the logistic growth model, where dP/dt = kP(1-P). Find the value of P when t = infinity."
505,,Differential_Equations,Use separation of variables to solve the differential equation dy/dx = (x+1)/(y+2).
506,,Differential_Equations,"The growth of a bacteria colony can be modeled by the differential equation dN/dt = kN, where N is the number of bacteria and k is a constant. If N(0) = 100 and N(2) = 200, what is the value of k?"
507,,Differential_Equations,Find the general solution to the differential equation dx/dy = y/x.
508,,Differential_Equations,"A capacitor in a circuit follows the differential equation dQ/dt + RCQ = E(t), where Q is the charge, R is the resistance, C is the capacitance, and E(t) is the input voltage. Find the particular solution when E(t) = 10sin(2t)."
509,,Differential_Equations,Use the integrating factor method to solve the differential equation dy/dx + 2y = 5sin(x).
510,,Differential_Equations,A particle moving along a straight line has a velocity v(t) = 4t^2 - 6t + 2. Find the position function x(t) if x(0) = 3.
511,,Differential_Equations,Find the general solution of the differential equation dy/dx = x + y
512,,Differential_Equations,What is the particular solution of the differential equation d^2y/dx^2 + 2dy/dx + y = 0?
513,,Differential_Equations,"Solve the differential equation dx/dt = 2x for x, given that x(0) = 1."
514,,Differential_Equations,"Find the solution of the initial value problem dy/dx = e^x, y(0) = 2"
515,,Differential_Equations,Determine the equilibrium solution of the differential equation dy/dx = -2y + 4.
516,,Differential_Equations,"Solve the differential equation d^2y/dx^2 + 5dy/dx + 6y = 0, given that y(0) = 1 and y'(0) = 0."
517,,Differential_Equations,Find the general solution of the second-order differential equation d^2y/dx^2 + 4dy/dx + 4y = 0.
518,,Differential_Equations,"What is the solution of the initial value problem dy/dx + y^2 = sin(x), y(0) = 1?"
519,,Differential_Equations,"Determine the particular solution of the differential equation dx/dt = 3x + 4, given that x(0) = 2."
520,,Differential_Equations,Find the general solution of the differential equation dy/dx = 3x^2 + 4x.
521,,Differential_Equations,Find the general solution of the differential equation $y' = \frac{1}{x^2}$
522,,Differential_Equations,"Solve the initial value problem $y' + y = x$, with $y(0) = 2$"
523,,Differential_Equations,Determine the particular solution of the differential equation $y' = e^{2x}$
524,,Differential_Equations,Find the general solution of the differential equation $y' = \sin(x) + 2x$
525,,Differential_Equations,"Solve the initial value problem $y' = \frac{1}{2}y$, with $y(0) = 4$"
526,,Differential_Equations,Determine the particular solution of the differential equation $y' + 2y = e^{3x}$
527,,Differential_Equations,Find the general solution of the differential equation $y' = \cos(2x)$
528,,Differential_Equations,"Solve the initial value problem $y' = \frac{1}{x}$, with $y(1) = 1$"
529,,Differential_Equations,Determine the particular solution of the differential equation $y' + y = \frac{1}{x^2}$
530,,Differential_Equations,Find the general solution of the differential equation $y' = x^2 + \frac{1}{x}$
531,,Differential_Equations,"What is the solution to the differential equation dy/dx = 2x, with initial condition y(0) = 1?"
532,,Differential_Equations,"Find the exact solution to the differential equation (x^2 + 1)dy/dx + y = 2x, with initial condition y(2)= 0."
533,,Differential_Equations,"Solve the differential equation xy' + y = x^2, given that y(1) = 3 using the method of separation of variables."
534,,Differential_Equations,"Find the particular solution of the differential equation y'' + y = cosx, given that y(0) = 1 and y'(0) = 0."
535,,Differential_Equations,"Use the Laplace transform to solve the initial value problem y'' − y = 1, y(0) = 2, y'(0) = 3."
536,,Differential_Equations,Find the general solution of the differential equation x^2y'' + xy' + y = e^x.
537,,Differential_Equations,"Solve the differential equation y'+ 2y = 6x^2, with initial condition y(0) = 4 using the integrating factor method."
538,,Differential_Equations,"Find the solution to the initial value problem y'' − 4y' + 4y = 0, y(0) = 0, y'(0) = 1."
539,,Differential_Equations,Use the power series method to solve the differential equation xy'' - y = 0 with initial conditions y(0) = 1 and y'(0) = 1.
540,,Differential_Equations,"Find the solution of the initial value problem y'' + 2y' + y = 6e^(-x), y(0) = 3, y'(0) = -2."
541,,Differential_Equations,What is the general solution to the differential equation dy/dx = 2xy?
542,,Differential_Equations,"Find the particular solution to the differential equation dy/dx + y = e^x, given that y(0) = 1."
543,,Differential_Equations,"Determine the value of y(2) for the differential equation dy/dx = x^2 + y, given that y(0) = 1."
544,,Differential_Equations,Solve the separable differential equation dy/dx = x/y.
545,,Differential_Equations,Find the solution to the differential equation y'' + 2y' + y = sin(x) using the method of undetermined coefficients.
546,,Differential_Equations,"Determine the interval of existence for the solution to the initial value problem y' = x/y, y(0) = 1."
547,,Differential_Equations,Use the substitution y = ux to solve the first-order homogeneous differential equation y' = xy + 2y.
548,,Differential_Equations,Find the general solution to the linear differential equation y'' + 4y' + 4y = sin(x).
549,,Differential_Equations,"Solve the initial value problem y' + 2xy = 0, y(0) = 3."
550,,Differential_Equations,"Find the particular solution to the differential equation y'' + 2y' + 3y = 6e^x, given that y(0) = 0 and y'(0) = 1."
551,,Differential_Equations,Find the general solution to the differential equation dy/dx = x.
552,,Differential_Equations,"Solve the initial value problem dy/dx = 2x, y(0) = 3."
553,,Differential_Equations,Find the particular solution to the differential equation y''+y = sin(x).
554,,Differential_Equations,"Solve the initial value problem y''+y = xe^x, y(0) = 1, y'(0) = 2."
555,,Differential_Equations,Find the general solution to the differential equation y' = x^2/(3y).
556,,Differential_Equations,"Solve the initial value problem y' = 1/x+y, y(1) = 2."
557,,Differential_Equations,Find the particular solution to the differential equation y''+4y'+4y = 16.
558,,Differential_Equations,"Solve the initial value problem y' = 2x-y, y(0) = 1."
559,,Differential_Equations,Find the general solution to the differential equation dy/dx = 2x-y.
560,,Differential_Equations,"Solve the initial value problem dy/dx = 3x^2+2xy, y(0) = 4."
561,,Differential_Equations,Find the particular solution to the differential equation dy/dx = 2x + 3 with initial condition y(0) = 5.
562,,Differential_Equations,"Determine if the differential equation dy/dx = y^2 - x + 1 has any solution that is constant on the interval [0,1]."
563,,Differential_Equations,"Solve the initial value problem dy/dx = x^3 - 2xy, y(1) = 4."
564,,Differential_Equations,Show that the function y(x) = x^2 + 2 is a solution to the differential equation dy/dx = 2x.
565,,Differential_Equations,Find the general solution to the differential equation dy/dx = 2xy + 4x.
566,,Differential_Equations,"Given the differential equation dy/dx = sin(x)y, find the particular solution that satisfies the initial condition y(0) = 5."
567,,Differential_Equations,Determine if the function y(x) = e^x + 3 is a solution to the differential equation dy/dx = 3x + y.
568,,Differential_Equations,Find the particular solution to the differential equation dy/dx = cos(x) + y with initial condition y(pi/2) = 2.
569,,Differential_Equations,"Solve the initial value problem dy/dx = x^2 + y^2, y(0) = 1."
570,,Differential_Equations,Find the general solution to the differential equation dy/dx = xy + xcos(y).
571,,Differential_Equations,Find the general solution of the second-order linear differential equation y'' + 5y' + 6y = 0.
572,,Differential_Equations,Use the initial condition y(0) = 3 to solve the differential equation y' = 4y with respect to x.
573,,Differential_Equations,Use the variation of parameters method to find the particular solution of the differential equation y'' + 3y' - 4y = x.
574,,Differential_Equations,Determine the order and degree of the differential equation dy/dx = 3x^2 + y.
575,,Differential_Equations,"Find the particular solution of the differential equation y'' - 4y' + 3y = 2x, given that y(0) = 1 and y'(0) = 2."
576,,Differential_Equations,"Solve the differential equation y' = 2x, using the method of undetermined coefficients."
577,,Differential_Equations,Determine whether the function y = e^(2x) is a solution of the differential equation y' = 3y.
578,,Differential_Equations,Use the integrating factor method to solve the differential equation y' + 2x^2y = 0.
579,,Differential_Equations,Find the domain and range of the solution of the differential equation y' = y^2 - 3.
580,,Differential_Equations,"Solve the boundary value problem y'' - 2y' + y = 4, y(0) = 2, y(3) = 5, using the method of undetermined coefficients."
581,,Differential_Equations,"Given the differential equation y'' + 5y = 0, find the general solution for y."
582,,Differential_Equations,Solve the initial value problem y' = 2x - 3 and y(0) = 4.
583,,Differential_Equations,"Find the particular solution to the differential equation y' = 2xy, given y(0) = 1."
584,,Differential_Equations,"Consider the differential equation y' = x^2 + y. If the solution passes through the point (1, 3), what is the value of the constant of integration?"
585,,Differential_Equations,Solve the differential equation dy/dx = 3x^2 - 8x + 4 with the initial condition y(1) = 2.
586,,Differential_Equations,Find the general solution to the differential equation y' = x/(x+1).
587,,Differential_Equations,A tank initially contains 100 gallons of water and is contaminated with 1kg of salt. Water containing 0.02kg per gallon of salt is entering the tank at a rate of 2gal/min while the well stirred mixture is leaving at the same rate. Find the amount of salt in the tank after 10 minutes.
588,,Differential_Equations,"Solve the differential equation y"" + y = 0 with the initial conditions y(0) = 0 and y'(0) = 3."
589,,Differential_Equations,"The rate at which water is evaporating from a pond is proportional to the square root of the volume of water remaining. If initially there is 500 liters of water and after 5 hours there are 300 liters remaining, determine when the pond will be completely dry."
590,,Differential_Equations,"The concentration of a certain drug in a patient's bloodstream is modeled by the differential equation dC/dt = -2C + 5, where C represents the concentration in mg/L and t is measured in hours. If the initial concentration is 10mg/L, find the concentration after 6 hours."
591,,Differential_Equations,Find the general solution to the differential equation dy/dx = x^3 + 2x + 1.
592,,Differential_Equations,Use the method of integrating factors to solve the differential equation (x + 1)dy/dx + y = x + 1.
593,,Differential_Equations,"Determine whether the differential equation dy/dx = y/x has a unique solution, and if so, find it."
594,,Differential_Equations,"Solve the initial value problem dy/dx = 2x, y(0) = 3."
595,,Differential_Equations,Find the particular solution to the differential equation d^2y/dx^2 = 5x^2 - 3x + 2 satisfying the initial conditions y(0) = 1 and y'(0) = -2.
596,,Differential_Equations,Use the Laplace transform to solve the differential equation d^2y/dx^2 + 4y = 0.
597,,Differential_Equations,Find the general solution to the first-order linear differential equation dy/dx + y = e^x.
598,,Differential_Equations,Solve the differential equation d^2y/dx^2 - 4y = cos(3x).
599,,Differential_Equations,Use the method of undetermined coefficients to solve the differential equation d^2y/dx^2 + y = 4e^(-x).
600,,Differential_Equations,Find the particular solution to the differential equation dy/dx = 2xy^2 satisfying the initial condition y(0) = 1.
601,,Differential_Equations,Find the particular solution to the differential equation dy/dx = 3x^2 + 2 with initial condition y(0) = 1.
602,,Differential_Equations,Solve the differential equation (x^2 + 4)y' = 2x^3 - 8x with initial condition y(0) = 2.
603,,Differential_Equations,Show that y = ce^(x^2/2) is a solution to the differential equation y' + xy = x.
604,,Differential_Equations,Find the equilibrium solutions to the differential equation y' = y(4-y).
