,question,topic,quesiton
197,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the length of the curve given by the parametric equations x = t^3 and y = 3t^2 from t = 0 to t = 2.
198,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the unit tangent and unit normal vectors for the curve r(t) = t i + cos(t) j + sin(t) k.
199,,Parametric_Equations_polar coordinates_and_vector-values_functions,The position of a particle moving along a curve in three-dimensional space is given by r(t) = (2t)i + (t^2 + 1)j + (3-2t)k. Find the acceleration at t = 1.
200,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed between the curves r=3 and r=4sin(theta).
201,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the slope of the tangent line at the point (pi/4, 2) on the curve r=3sin(theta)+5."
202,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given a position vector r(t)=3t^2i + 4e^tj, find the velocity and acceleration vectors at t=2."
203,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the length of the polar curve r=2-2sin(theta).
204,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given a vector-valued function r(t)=4sin(t)i + 5cos(t)j, find the value of t that maximizes the magnitude of r(t)."
205,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the curvature of the parametric curve x=3cos(t) and y=2sin(t) at t=pi/6.
206,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the intersection points between the polar curves r=2cos(theta) and r=4sin(theta).
207,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given a velocity vector v(t)=3sin(t)i + 4cos(t)j and a position vector r(0)=i + 2j, find the position vector at t=pi."
208,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the derivative of the vector-valued function r(t)=e^tcos(t)i + e^tsin(t)j.
209,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given a vector-valued function r(t)=2cos(t)i + 3sin(t)j, find the value of t that minimizes the distance from the point (5,2) to the curve."
210,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the parametric equations for the curve described by x = 3cos(t) and y = 2sin(t).
211,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the polar coordinates for the point (3,4)."
212,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = <2t, t^2, 3>, find r'(t)."
213,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the derivative of the parametric equations x = cos(t) and y = sin(t)^2.
214,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the polar curve r = 2cos(3θ).
215,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the unit vector in the direction of the vector v = <2, 4>."
216,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the curvature of the helix r(t) = <3cos(t), 3sin(t), 4t>."
217,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the equation of the tangent line to the curve x = t^2 - 3t and y = t^3 + 2 at the point (1,3)."
218,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the equation of the plane containing the points P(-1,3,2), Q(2,4,6), and R(5,1,4)."
219,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the arc length of the curve represented by the vector-valued function r(t) = <t^2, 2t, t>."
220,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the parametric equations for the line segment connecting the points (3, 2) and (6, 5)."
221,,Parametric_Equations_polar coordinates_and_vector-values_functions,What is the area enclosed by the function r = 4sin(θ) in polar coordinates?
222,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the vector-valued function r(t) for the position of a particle moving along the curve y = 2x^2 + 1, where t is time."
223,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the slope of the tangent line to the parametric curve x = t^2 and y = 3t at t = 2.
224,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the length of the arc of the parametric curve x = cos(t) and y = sin(t) from t = 0 to t = π.
225,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = 2t^2i + 3tj + (3/t)k, find the acceleration vector at t = 2."
226,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the closest point on the curve x = cos(t) and y = sin(t) to the point (2, -1)."
227,,Parametric_Equations_polar coordinates_and_vector-values_functions,What is the area of the region bounded by the parametric curve x = 2t and y = t^2 from t = 0 to t = 3?
228,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the polar equation r = 3cos(θ) and the point P(1, π/4), find the slope of the line tangent to the curve at P."
229,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area of the region bounded by the polar curve r = cos(3θ) and the lines θ = π/4 and θ = π/2.
230,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the composite function for a parametric equation in polar coordinates given by r = 2cosθ and θ = 3t.
231,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Calculate the polar derivative of a vector-valued function V(t) = (2t, 3sin(t)) at t = π/4."
232,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Simplify the integral of a vector-valued function F(t) = (sin(t), cos(t), 1) from 0 to π/2."
233,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the parametric equations x = rcosθ and y = rsinθ, find a polar equation for the curve r = 3sin(2θ)."
234,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the arc length of a polar curve given by r = 4θ and θ = t² from θ = 0 to θ = 4.
235,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the equation of the tangent line at t = π/4 for a vector-valued function F(t) = (3cos(t), 2sin(t), t)."
236,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the polar curve r = cos(2θ) and θ = t from t = 0 to t = π/4.
237,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Calculate the gradient of a polar vector-valued function V(t) = (3sin(2t), 4cos(2t)) at t = π/6."
238,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the curvature of a parametric equation in polar coordinates given by r = 3cos(5θ) and θ = 2t.
239,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function H(t) = (sin(t), 2cos(t), t), find the limit as t approaches infinity."
240,,Parametric_Equations_polar coordinates_and_vector-values_functions,
241,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the arc length of the polar curve r = 3sin(θ) from θ = 0 to θ = π.
242,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the derivative of the vector-valued function r(t) = ⟨3cost, 4sint⟩."
243,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the parametric equations x = 2t, y = 3t^2, find the points where the curve intersects the x-axis."
244,,Parametric_Equations_polar coordinates_and_vector-values_functions,"If a particle travels along the path defined by the vector-valued function r(t) = ⟨2cost, sint, t^2⟩, what is the speed of the particle at t = 2?"
245,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the polar curve r = 2sin(θ).
246,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = ⟨t + 1, 2t^2 - 1⟩, find the velocity and acceleration at t = 3."
247,,Parametric_Equations_polar coordinates_and_vector-values_functions,"What is the slope of the tangent line to the parametric curve x = sin(t), y = sin(2t) at t = π/6?"
248,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the unit tangent vector to the polar curve r = 2cos(θ) at θ = π/4.
249,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the acceleration of a particle moving along the path defined by the vector-valued function r(t) = ⟨t^2, t + 1, 2t^2⟩."
250,,Parametric_Equations_polar coordinates_and_vector-values_functions,"If a curve is defined by the parametric equations x = 2sin(t), y = cos(2t), find the points where the curve intersects the y-axis."
251,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the parametric equations for the line given by the vector-valued function r(t) = (2t+1)i + (3t+2)j.
252,,Parametric_Equations_polar coordinates_and_vector-values_functions,Graph the polar curve r = 3cos(2θ) and find its slope at θ=π/6 using calculus.
253,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the derivative of the polar curve r = e^θ with respect to θ and evaluate it at θ = 0.
254,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the tangent line to the polar curve r = 2cosθ at θ=π/4.
255,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the equation of the tangent line to the polar curve r = 4sinθ at the point (π/2, 2)."
256,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the polar curve r = 2θ and the ray θ=π/3 using integration.
257,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the length of the arc on the polar curve r = 3sinθ, between θ=0 and θ=π/3 using calculus."
258,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the curl of the 2D vector field F = (y, -x) at the point (1, 2)."
259,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the divergence of the 3D vector field F = (2x, 3y, z) at the point (3, 2, 1)."
260,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the surface S defined by the vector-valued function r(u,v) = (u-v)i + (2u+v)j + (3u^2)k, find the unit normal vector at the point (1,0,3) on the surface using calculus."
261,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the parametric equations x = 3cos(t), y = 2sin(t), find the equation of the tangent line at t = 2."
262,,Parametric_Equations_polar coordinates_and_vector-values_functions,"If a particle moves along a circular path given by r = 4 + 2cos(θ), find the magnitude of the velocity vector when θ = π/3."
263,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the angle between the vectors u = 3i + 2j and v = -2i + j using the dot product.
264,,Parametric_Equations_polar coordinates_and_vector-values_functions,The initial position of a particle is given by r(0) = -2i + 3j and its velocity is given by v(t) = 2cos(t)i + 3sin(t)j. Find the position function r(t).
265,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the polar curve r = 3sin(2θ).
266,,Parametric_Equations_polar coordinates_and_vector-values_functions,The position of a particle is given by r(t) = 2cos(t)i + 3sin(t)j + 4t^2k. Find the particle's speed and acceleration at t = 4.
267,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the length of the curve given by the parametric equations x = cos(t), y = sin(t), z = t from t = 0 to t =π/2."
268,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the equation of the tangent line at the point (π/4, -π/3) on the curve r = 2 + 3cos(θ)."
269,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector function r(t) = 2cos(t)i + 3sin(t)j + 4tk, find the acceleration vector at t = π/2."
270,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the maximum and minimum points of the polar function r = 2sin(θ) on the interval [0, 2π]."
271,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the parametric equations for the line segment connecting the points (3,4) and (-2,-5)."
272,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the polar coordinates of the point (2,-2) and find the distance from the origin."
273,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the parametric equations x=3cos(t), y=4sin(t), find the corresponding rectangular equation."
274,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the slope of the tangent line to the curve defined by the polar equation r=2θ at the point (π/4,√2)."
275,,Parametric_Equations_polar coordinates_and_vector-values_functions,Convert the rectangular equation x^2+y^2=25 to polar coordinates.
276,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the loop of the polar curve r=4sin(2θ).
277,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Consider the vector-valued function r(t)=<2cos(t), 3sin(t)> for t≥0. Find the velocity, speed, and acceleration at t=π/6."
278,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t)=<t, t^2, 2t>, calculate the unit tangent vector and unit normal vector at t=2."
279,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Convert the vector-valued function r(t)=<2t, t^2, 3> into parametric equations."
280,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Using the parametric equations x=cos(t) and y=sin(2t), find the equation of the tangent line to the curve at the point (1,√3/2)."
281,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the derivative of the polar function r = 2cos(θ) + 3sin(θ).
282,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = <2t, t^2, 3>, find the unit tangent vector T(t)."
283,,Parametric_Equations_polar coordinates_and_vector-values_functions,"What is the slope of the tangent line to the parametric equation x = 4sin(t), y = 2cos(t) at t = π/4?"
284,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the area enclosed by the parametric curve x = 3cos(t), y = 2sin(t) for t ∈ [0, 2π]."
285,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = <2sin(t), 2cos(t), 3t>, find the acceleration vector a(t) at t = π/2."
286,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the angle between the tangent line and the radius vector to the polar curve r = 3sin(θ).
287,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Suppose a particle is moving along the curve described by the parametric equations x = t^2, y = t^3. Find the speed of the particle at t = 2."
288,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Evaluate the line integral ∫C xy ds, where C is the curve described by the parametric equations x = 4sin(t), y = 6cos(t) for t ∈ [0, π/2]."
289,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the curvature of the polar curve r = 2sin(θ) + cos(θ).
290,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = <2cos(t), 2sin(t), t>, find the length of the curve traced out by r(t) for t ∈ [0, π/4]."
291,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the slope and curvature of the parametric curve described by x=2cos(t), y=3sin(t)."
292,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the polar curve r=2+4cos(theta).
293,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function v(t)=(2t, 3t+4, 5t^2), determine the velocity, acceleration, and speed at t=2."
294,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the tangent line to the parametric curve described by x=4t^2, y=(1/2)t^3 at the point (4,16)."
295,,Parametric_Equations_polar coordinates_and_vector-values_functions,Solve for theta in the polar equation r=4sin(theta).
296,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the limit as t approaches 5 of the vector-valued function v(t)=(2t-1, 5t^2-3, 4t+2)."
297,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the parametric equations for the line that passes through the points (2,4) and (5,6)."
298,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the derivative of the polar curve r=3sin(2theta).
299,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the arc length of the polar curve r=5cos(theta) from theta=0 to theta=pi/4.
300,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the velocity and acceleration vectors at t=3 of the vector-valued function v(t)= (ln(t), e^t, t^2)."
301,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the derivative of the vector-valued function r(t)= 3t^2 i + 2tj.
302,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the parametric equations x=cos(t) and y=sin(2t), find the coordinates of the points where the curve intersects the x-axis."
303,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the polar curve r = 2sin(θ).
304,,Parametric_Equations_polar coordinates_and_vector-values_functions,A particle moves along the curve r = 3sin(2θ) in a polar coordinate system. What is the velocity of the particle at θ= π/4?
305,,Parametric_Equations_polar coordinates_and_vector-values_functions,"If a curve is described by the parametric equations x=3t^2 and y=5t, find the equation for the tangent line at t=2."
306,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the slope and equation of the tangent line to the polar curve r=6sin(θ) at the point where θ=π/2.
307,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t)= 2ti + tj + k, find the unit tangent vector at t=π/3."
308,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the length of the curve r = 4θ^(3/2) in a polar coordinate system.
309,,Parametric_Equations_polar coordinates_and_vector-values_functions,"If x=e^t and y=ln(t), find the equation for the tangent line to the curve at t=1."
310,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the curvature of the curve defined by the parametric equations x = 3t^2 and y = 2t at the point where t = 4.
311,,Parametric_Equations_polar coordinates_and_vector-values_functions,1. Find the parametric equations for the curve defined by the polar equation r = 2cos(theta).
312,,Parametric_Equations_polar coordinates_and_vector-values_functions,"2. Determine the vector-valued function for the curve defined by the parametric equations x = t^2, y = 2t^3."
313,,Parametric_Equations_polar coordinates_and_vector-values_functions,"3. Find the derivative of the parametric equations x = 4cos(t), y = 3sin(t)."
314,,Parametric_Equations_polar coordinates_and_vector-values_functions,"4. Given a curve with parametric equations x = 2t, y = 4+3t^2, find the slope of the tangent line at t = 1."
315,,Parametric_Equations_polar coordinates_and_vector-values_functions,"5. Find the length of the curve defined by the vector-valued function r(t) = <t^2, cos(t), sin(t)>."
316,,Parametric_Equations_polar coordinates_and_vector-values_functions,6. What are the Cartesian coordinates of the point on the curve defined by the polar equation r = 3cos(theta) where theta = pi/4?
317,,Parametric_Equations_polar coordinates_and_vector-values_functions,"7. If a curve has a parametric equation x = 3cos(t), y = 2sin(t), find the curvature at t = pi/4."
318,,Parametric_Equations_polar coordinates_and_vector-values_functions,"8. Find the equation of the tangent line to the curve defined by the parametric equations x = 2t^2, y = 5t at the point (2, 20)."
319,,Parametric_Equations_polar coordinates_and_vector-values_functions,"9. Given a curve with a vector-valued function r(t) = <cos(t), sin(t), t>, find the arc length between t = 0 and t = pi."
320,,Parametric_Equations_polar coordinates_and_vector-values_functions,10. Find the area enclosed by the curve defined by the polar equation r = 2+cos(theta).
321,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the polar curve r = 2sin(θ).
322,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the parametric equations for the circle with radius 5 centered at (3, -2)."
323,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the slope of the tangent line to the parametric curve x = 2sin(θ), y = 3cos(θ) at θ = π/4."
324,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the vector-valued function for the curve given by x = cos(t), y = sin(2t), z = t^2."
325,,Parametric_Equations_polar coordinates_and_vector-values_functions,What is the polar form of the complex number -2 + 4i?
326,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the derivative of the parametric equation x = 3 + cos(t), y = 4sin(t)."
327,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the polar curve r = 2cos(3θ), find the coordinates of the points of intersection with the line y = 2."
328,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the equation of the tangent line to the circle with parametric equations x = 4cos(t), y = 4sin(t) at t = π/6."
329,,Parametric_Equations_polar coordinates_and_vector-values_functions,What is the rectangular form of the complex number 3+3i?
330,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the parametric equations for the line passing through the points (1, 2) and (5, 7)."
331,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the slope of the tangent line to the polar curve r = 2cos(θ) at the point (π/4, √2)."
332,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the area enclosed by the vector-valued function r(t) = (t, t²) and the x-axis for t ∈ [0, 2]."
333,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Calculate the unit tangent vector T(t) for the parametric curve x = 2t, y = 3t², z = t³ at t = 4."
334,,Parametric_Equations_polar coordinates_and_vector-values_functions,Express the polar equation r = 2sec(θ) in rectangular form.
335,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the velocity and acceleration vectors for the parametric curve x = 2cos(3t), y = 5sin(3t), z = 4t at t = π/6."
336,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the area enclosed by the polar curve r = 2sin(2θ) and the origin.
337,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the unit normal vector N(t) for the vector-valued function r(t) = (t, t², t³) at t = 2."
338,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Write the vector-valued function r(t) = (t, t², 4t) in cylindrical coordinates."
339,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the coordinates of the point on the polar curve r = 3sin(θ) closest to the origin.
340,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the curvature κ(t) for the parametric curve x = 3cos(t), y = 5sin(t), z = 2t at t = π/3."
341,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the derivative of the parametric equation x = sin(t), y = cos(t)."
342,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the slope of the tangent line to the polar curve r = 2cosθ at θ = π/4.
343,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the curve r = 3sinθ between θ = 0 and θ = π/2.
344,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Calculate the speed of a particle moving along the curve r = 2θ, θ = 0 at t = 2."
345,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the unit tangent vector to the curve r = 4 + 3cosθ at θ = π/3.
346,,Parametric_Equations_polar coordinates_and_vector-values_functions,Evaluate the integral ∫ cos2θ dθ for θ = 0 to θ = 2π.
347,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the curvature of the curve r = 5sinθ at θ = π/6.
348,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the equation of the normal line to the curve r = 4θ at θ = π/2.
349,,Parametric_Equations_polar coordinates_and_vector-values_functions,Calculate the area between the curves r = 2 + 5cosθ and r = 4 - cosθ for θ = 0 to θ = 2π.
350,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the parameterization of the curve in vector-valued form given by x = t2 - t, y = t3 - t, z = 2t for t = 0 to t = 2."
351,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the vector-valued function for a curve given by the equation x = 3 + 2cos(t), y = 2 + 4sin(t), z = t^2."
352,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the parametric equations for a circle centered at (1, 2) with a radius of 5 in polar coordinates."
353,,Parametric_Equations_polar coordinates_and_vector-values_functions,Write the polar equation for a cardioid with a focus at the origin and a distance between each loop of 3.
354,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector function r(t) = <2t, t^2, 3t>, find the velocity and acceleration vectors at t = 3."
355,,Parametric_Equations_polar coordinates_and_vector-values_functions,Solve for the polar coordinates of the point where the line x + y = 5 intersects with the circle x^2 + y^2 = 10.
356,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the parametric equations for the line with the vector equation <3, 4, 5> + t<2, -1, 3>."
357,,Parametric_Equations_polar coordinates_and_vector-values_functions,What are the polar coordinates of the point where the curve r(t) = 3sin(t)i + 2cos(t)j intersects with the line y = 4x?
358,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the equation of the tangent line to the curve given by the vector-valued function <2t, 3t^2, 2t^3> at the point (2, 12, 16)."
359,,Parametric_Equations_polar coordinates_and_vector-values_functions,Determine the polar equation of a spiral with 5 loops and a radius increasing by 2 with each loop.
360,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector function v(t) = <2sin(t), 4cos(t), t^2>, what is the speed of the particle at t = 5?"
361,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the parametric equations x = t^2 and y = t^3, find the slope of the tangent line at t = 2."
362,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the polar equation of the curve represented by the parametric equations x = 3cos(t) and y = 4sin(t).
363,,Parametric_Equations_polar coordinates_and_vector-values_functions,A particle moves along a path described by the parametric equations x = 2t and y = 4t^2. Find the speed of the particle at t = 3.
364,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the curve described by the parametric equations x = 2cos(t) and y = 3sin(t).
365,,Parametric_Equations_polar coordinates_and_vector-values_functions,"A vector-valued function is given by r(t) = <2t, 3t^2, 4t + 5>. Find the velocity and acceleration of the particle at t = 2."
366,,Parametric_Equations_polar coordinates_and_vector-values_functions,A curve is defined by the parametric equations x = cos(t) and y = sin(t). Find the length of the arc from t = 0 to t = π/2.
367,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the equation of the tangent line to the polar curve r = 2cos(θ) at θ = π/4.
368,,Parametric_Equations_polar coordinates_and_vector-values_functions,"A particle moves along a curve described by the vector-valued function r(t) = <2t, t^2, √t>. Find the unit tangent and normal vectors at t = 3."
369,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area of the region enclosed by the cardioid described by the polar equation r = 2 - 2cos(θ).
370,,Parametric_Equations_polar coordinates_and_vector-values_functions,"If a particle moves along the curve described by the parametric equations x = sin(t) and y = cos(t), find the points where the curvature is zero."
371,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the slope of the tangent line to the parametric curve x = t^2, y = t^3 at the point (4, 8)."
372,,Parametric_Equations_polar coordinates_and_vector-values_functions,What is the length of the arc on the curve r = 2θ + 1 from θ = 0 to θ = π?
373,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the speed of a particle moving along the vector-valued function r(t) = <t^2, 3t, cos(t)> at t = 2."
374,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Show that the parametric equations x = 2sin(t), y = 3cos(t) represent a circle and find the radius."
375,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the curve r = 4θ and the line θ = π/4.
376,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the vector-valued function r(t) = <e^t, t^2, sin(t)>, find the velocity and acceleration at t = 3."
377,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the length of the tangent line from the point (4, 3) to the curve r = 3θ^2 + 2θ."
378,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the equation of the tangent line to the parametric curve x = 4cos(t), y = 2sin(t) at the point (0, 2)."
379,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area of the region bounded by the curves r = 2sin(θ) and r = cos(2θ).
380,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the unit tangent and unit normal vectors to the curve r = 3cos(θ) at θ = π/3.
381,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the derivative of the parametric equation x = 2sin(t), y = 3cos(t)."
382,,Parametric_Equations_polar coordinates_and_vector-values_functions,What is the slope of the polar curve r = 3sin(theta) at theta = pi/6?
383,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the parametric equations x = t^2 and y = 3t, find the equation of the tangent line at t = 2."
384,,Parametric_Equations_polar coordinates_and_vector-values_functions,What is the area between the curves r = 2 + cos(theta) and r = 2 - sin(theta)?
385,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Find the second derivative of the vector-valued function r(t) = <cos(t), sin(t), t^2>."
386,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the polar function r = 2 + 5sin(theta), find the slope of the tangent line at theta = pi/4."
387,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the curve r = 2sin(2theta) and the line theta = pi/4.
388,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the arc length of the vector-valued function r(t) = <2t, 3sin(t), 4cos(t)> on the interval [0, pi]."
389,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the curvature of the polar curve r = 4cos(theta)^2 + 3sin(theta)^2 at theta = pi/3.
390,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given the parametric equations x = t, y = t^2, and z = t^3, find the equation of the tangent plane at t = 2."
391,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Given a parametric curve represented by the equations x = cos(t) and y = sin(t), find the derivative of the curve at t = π/4."
392,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the derivative of the polar curve r = 2cosθ + 3sinθ.
393,,Parametric_Equations_polar coordinates_and_vector-values_functions,"Determine the tangent line to the curve x = t^2 + 1, y = 2t at the point (1, 3)."
394,,Parametric_Equations_polar coordinates_and_vector-values_functions,Find the area enclosed by the cardioid r = 3cosθ + 3sinθ.
395,,Parametric_Equations_polar coordinates_and_vector-values_functions,"If an object is moving along a path given by the parametric equations x = 2t^2, y = t^3, find the acceleration vector at t = 3."
