,question,topic,quesiton
220,,Integration_and_Accumulation_of_Change,Find the definite integral of f(x) = x^3 + 2x^2 - 5x + 3 from x = 1 to x = 5.
221,,Integration_and_Accumulation_of_Change,A particle moves along the x-axis with velocity v(t) = 4t + 2. Find the displacement of the particle from t = 1 to t = 4.
222,,Integration_and_Accumulation_of_Change,"A tank initially contains 500 liters of water. Water is being pumped into the tank at a rate of 10L/min while water is being drained out at a rate of 5L/min. If the tank is full after 20 minutes, what was the initial amount of water in the tank?"
223,,Integration_and_Accumulation_of_Change,Find the area between the curves y = x^2 and y = 2x - 1.
224,,Integration_and_Accumulation_of_Change,"The rate at which a cup of coffee cools down is directly proportional to the difference between the temperature of the coffee and the room temperature. If the coffee is initially at 100°C and cools to 80°C after 5 minutes, find the room temperature."
225,,Integration_and_Accumulation_of_Change,"A spring has a natural length of 2 meters and is stretched an additional 4 meters by a weight. If the weight is pulled down an additional 2 meters and then released, find the total work done by the weight as it returns to its natural length."
226,,Integration_and_Accumulation_of_Change,Find the average value of f(x) = x^2 from x = 0 to x = 2.
227,,Integration_and_Accumulation_of_Change,A rocket is initially at rest on the ground. It accelerates at a constant rate of 10 m/s^2 for 5 seconds before reaching its maximum speed of 100 m/s. Find the total distance traveled by the rocket.
228,,Integration_and_Accumulation_of_Change,"Find the volume of the solid generated by rotating the region bounded by y = x^2, x = 0, and y = 4 about the y-axis."
229,,Integration_and_Accumulation_of_Change,A car starts from rest and accelerates at a rate of 6 m/s^2 for 5 seconds. It then maintains a constant speed of 30 m/s for another 10 seconds before decelerating at a rate of 4 m/s^2 until it comes to a stop. Find the total displacement of the car during this time.
230,,Integration_and_Accumulation_of_Change,"Find the area bounded by the curves y = x, y = 2x and the lines x = 0 and x = 2 using integration."
231,,Integration_and_Accumulation_of_Change,Calculate the volume of the solid obtained by rotating the curve y = x^2 between x = 0 and x = 3 around the y-axis.
232,,Integration_and_Accumulation_of_Change,A particle moves along the x-axis according to the equation x = 3t^2 + 2t + 1. Find the displacement of the particle between t = 0 and t = 2.
233,,Integration_and_Accumulation_of_Change,"The rate at which a chemical reaction is occurring is given by the equation R = 2e^-0.5t kg/s, where t is in seconds. Find the amount of substance that has reacted between t = 0 and t = 10 seconds."
234,,Integration_and_Accumulation_of_Change,"Find the average value of the function y = x^2 + 1 on the interval [0, 4]."
235,,Integration_and_Accumulation_of_Change,A rocket is launched from the surface of the moon with an initial velocity of 100 m/s. How high will the rocket be after 10 seconds assuming the acceleration due to gravity on the moon is 1.6 m/s^2?
236,,Integration_and_Accumulation_of_Change,"A spherical tank is being filled with water at a rate of 10 m^3/min. If the radius of the tank is 5 meters, find the rate of change of the water level when the water depth is 4 meters."
237,,Integration_and_Accumulation_of_Change,"A swimmer is swimming in a lake and the speed at which they are swimming at any time is given by v(t) = t^-3, where v is in m/s and t is in seconds. Find the distance traveled between t = 1 and t = 4 seconds."
238,,Integration_and_Accumulation_of_Change,"The population of a city is growing at a rate of 2% per year. If the current population is 100,000, what will be the population after 10 years?"
239,,Integration_and_Accumulation_of_Change,A tank has a diameter of 6 feet and a height of 8 feet. It is being filled with water at a rate of 3 cubic feet per minute. Find the time it takes for the tank to completely fill.
240,,Integration_and_Accumulation_of_Change,"Given the equation f(x) = 3x^2 + 2x + 5, what is the definite integral for f(x) from x=0 to x=3?"
241,,Integration_and_Accumulation_of_Change,A car is traveling at a constant speed of 60 miles per hour. How far does the car travel in 5 hours?
242,,Integration_and_Accumulation_of_Change,What is the area under the curve y = 2x^3 + 5x^2 + 3x + 4 from x=0 to x=2?
243,,Integration_and_Accumulation_of_Change,A store's revenue is modeled by the function R(x) = 2x^2 + 5x + 10. Find the average revenue over the interval x=1 to x=5.
244,,Integration_and_Accumulation_of_Change,A ball is thrown into the air with an initial velocity of 15 m/s. Find the displacement of the ball after 4 seconds.
245,,Integration_and_Accumulation_of_Change,"A tank is initially filled with 500 gallons of water. If water is being pumped into the tank at a rate of 10 gallons per minute, how much water is in the tank after 40 minutes?"
246,,Integration_and_Accumulation_of_Change,"The rate of change of temperature of a substance is given by dT/dt = -0.5t + 2, where t is the time in minutes. Find the change in temperature after 10 minutes."
247,,Integration_and_Accumulation_of_Change,A particle is moving along the x-axis with velocity v(t) = 2t + 4. Find the total distance traveled by the particle from t=0 to t=5.
248,,Integration_and_Accumulation_of_Change,"The rate at which bacteria is growing in a petri dish is given by dN/dt = 0.5N, where N is the number of bacteria. If there are initially 100 bacteria, how many will there be after 3 hours?"
249,,Integration_and_Accumulation_of_Change,A rocket is launched with an initial acceleration of 10 m/s^2. Find the displacement of the rocket after 5 seconds.
250,,Integration_and_Accumulation_of_Change,Find the definite integral of f(x) = 3x + 2 from x = 0 to x = 4
251,,Integration_and_Accumulation_of_Change,"Given the position function s(t) = 2t^2 + 5t + 1, find the velocity function v(t)"
252,,Integration_and_Accumulation_of_Change,"A particle moves along the x-axis with the acceleration given by a(t) = 4t + 6. If the initial velocity is 2, find the velocity function"
253,,Integration_and_Accumulation_of_Change,"The rate of change of the population of a city is given by P'(t) = 0.04t + 1000, where t is in years. Find the total change in population over the first 5 years."
254,,Integration_and_Accumulation_of_Change,"If the graph of f(x) has an area of 24 square units under the curve from x = 1 to x = 3, find the value of f(3) - f(1)"
255,,Integration_and_Accumulation_of_Change,"The rate of change of a bacteria population is modeled by the equation dP/dt = 0.05P, where P represents the population. If the initial population is 100, find the population after 10 hours."
256,,Integration_and_Accumulation_of_Change,Find the area between the curves y = x^2 and y = 2x from x = 0 to x = 4
257,,Integration_and_Accumulation_of_Change,"A tank initially contains 200 gallons of a solution. The concentration (in lbs/gallon) of chemical in the solution at any time t is given by C(t) = 4t, where t is measured in hours. Find the total amount of chemical that has entered the tank after 5 hours."
258,,Integration_and_Accumulation_of_Change,"If the rate of water flow into a tank is modeled by the function R(t) = 20t + 50, where t is in minutes, find the volume of water in the tank after 10 minutes, given that the tank is initially empty."
259,,Integration_and_Accumulation_of_Change,"A company's profit function is given by P(x) = 50x - 0.5x^2, where x is the number of units sold. Find the number of units that must be sold to maximize profit."
260,,Integration_and_Accumulation_of_Change,What is the indefinite integral of x^2 + 3x + 2?
261,,Integration_and_Accumulation_of_Change,How do you use integration to find the area under a curve?
262,,Integration_and_Accumulation_of_Change,Find the derivative of the integral from 0 to x of (x^2 + 3x + 2)dx.
263,,Integration_and_Accumulation_of_Change,What is the relationship between differentiation and integration?
264,,Integration_and_Accumulation_of_Change,How do you use integration to find the volume of a solid of revolution?
265,,Integration_and_Accumulation_of_Change,What is the definite integral of e^x from 0 to 3?
266,,Integration_and_Accumulation_of_Change,Find the value of the integral from 0 to ∞ of 1/(1+x^2).
267,,Integration_and_Accumulation_of_Change,How do you use integration to find the center of mass of a region?
268,,Integration_and_Accumulation_of_Change,What is the antiderivative of cos(x)?
269,,Integration_and_Accumulation_of_Change,How can integration be used in physics to solve problems involving acceleration and velocity?
270,,Integration_and_Accumulation_of_Change,"Find the definite integral, from 2 to 5, of x^2 + 3x - 4dx."
271,,Integration_and_Accumulation_of_Change,"If f(x) = 3x^2 + 4x, then what is the indefinite integral of f(x)?"
272,,Integration_and_Accumulation_of_Change,A particle moves along a line with velocity given by v(t) = 4t + 5. Find the displacement of the particle from t = 0 to t = 3.
273,,Integration_and_Accumulation_of_Change,The rate at which a population is changing is given by dP/dt = 4t + 10. Find the total change in population from t = 0 to t = 5.
274,,Integration_and_Accumulation_of_Change,"Given the function f(x) = e^x, find the definite integral from 0 to 2."
275,,Integration_and_Accumulation_of_Change,"A tank initially contains 1000 L of water, and water is pumped in at a rate of 10 L/min. If the outflow rate is given by -0.5t + 5 L/min, what will be the volume of water in the tank after 10 minutes?"
276,,Integration_and_Accumulation_of_Change,"If the function f(x) = x^2 + 4x + 1 represents the area under the curve between limits a and b, what are the values of a and b?"
277,,Integration_and_Accumulation_of_Change,Find the area of the region bounded by the curves y = x^2 and y = x^3 from x = 0 to x = 2.
278,,Integration_and_Accumulation_of_Change,"If a car is accelerating from rest with a rate of a(t) = 3t m/s^2, what is the distance traveled by the car after 5 seconds?"
279,,Integration_and_Accumulation_of_Change,Find the volume of the solid generated by revolving the region between the x-axis and the curve y = x^2 about the y-axis.
280,,Integration_and_Accumulation_of_Change,What is the value of the definite integral from 0 to 5 of 3x^2 dx?
281,,Integration_and_Accumulation_of_Change,"Given the velocity function v(t) = 2t + 5, find the position function s(t) at t=3."
282,,Integration_and_Accumulation_of_Change,An object moves with an acceleration of 2t + 3 m/s^2 and an initial velocity of 10 m/s. Find the displacement of the object after 5 seconds.
283,,Integration_and_Accumulation_of_Change,Find the area under the curve y = x^3 + 2x^2 - 4x from x = 1 to x = 4.
284,,Integration_and_Accumulation_of_Change,"A continuous rate of change is given by f(x) = 2x^3. If the initial condition is f(0) = 5, find the accumulation function."
285,,Integration_and_Accumulation_of_Change,"A body starts from rest and moves with a uniform acceleration of 4 m/s^2. If the total displacement is 60 m, find the time taken."
286,,Integration_and_Accumulation_of_Change,A particle moves along the x-axis with position given by x(t) = t^3 + 2t. Find the total displacement of the particle from t=1 to t=4.
287,,Integration_and_Accumulation_of_Change,Suppose the acceleration of an object is given by a(t) = t + 4 and its initial position is x(0) = 3. Find the position function x(t) and evaluate it at t=3.
288,,Integration_and_Accumulation_of_Change,"Find the average value of the function f(x) = 2x + 5 on the interval [-3, 5]."
289,,Integration_and_Accumulation_of_Change,"A water tank is filled with water at a constant rate of 5 liters/min. If the tank initially contains 10 liters of water, how much water is in the tank after 20 minutes?"
290,,Integration_and_Accumulation_of_Change,Find the antiderivative of x^2 + 3x.
291,,Integration_and_Accumulation_of_Change,Evaluate the definite integral from 0 to 6 of 2x + 5.
292,,Integration_and_Accumulation_of_Change,"Given the velocity function v(t) = 5t^2 - 3t, find the displacement function s(t)."
293,,Integration_and_Accumulation_of_Change,"Find the average value of the function f(x) = x^3 + 2x^2 on the interval [0, 3]."
294,,Integration_and_Accumulation_of_Change,Use the trapezoidal rule with 4 subintervals to approximate the integral from 2 to 5 of 3x^2 - 2x + 1.
295,,Integration_and_Accumulation_of_Change,"Given the equation for a curve y = x^2 - 5x + 8, find the area between the curve and the x-axis on the interval [1, 4]."
296,,Integration_and_Accumulation_of_Change,"If the population P(t) of a certain species is modeled by the function P(t) = 1000e^0.1t, find the total change in population from t = 0 to t = 10."
297,,Integration_and_Accumulation_of_Change,Use integration by substitution to find the antiderivative of 2x/(x^2 + 4).
298,,Integration_and_Accumulation_of_Change,"The function f(x) is continuous and has the property that f'(x) = x^2 + 3x. If f(2) = 4, find the value of f(5)."
299,,Integration_and_Accumulation_of_Change,"Given the acceleration function a(t) = 9 - 4t, find the initial velocity v(0) of an object knowing that its initial position is s(0) = 10."
300,,Integration_and_Accumulation_of_Change,What is the indefinite integral of f(x) = 3x^2 + 2x?
301,,Integration_and_Accumulation_of_Change,Find the definite integral of g(x) = 2sinx from x=0 to x=π.
302,,Integration_and_Accumulation_of_Change,"Given the velocity function v(t) = 10t, what is the position function s(t) when t=3 seconds?"
303,,Integration_and_Accumulation_of_Change,Find the area bounded by the curve y = x^2 - 3x + 2 and the x-axis from x=0 to x=5.
304,,Integration_and_Accumulation_of_Change,"If the rate of change of a population is given by P'(t) = 100 - t, what is the total change in population from t=0 to t=10 years?"
305,,Integration_and_Accumulation_of_Change,A tank initially contains 200 liters of water and is draining at a rate of 20 liters per minute. What is the amount of water remaining after 15 minutes?
306,,Integration_and_Accumulation_of_Change,"If the rate of rainfall is given by r(t) = 2 + t, what is the accumulated rainfall over a period of 1 to 5 hours?"
307,,Integration_and_Accumulation_of_Change,"Find the average value of the function f(x) = x^2 - 2x on the interval x=[0,2]."
308,,Integration_and_Accumulation_of_Change,"Given the velocity function v(t) = 4t, what is the displacement of an object from t=1 second to t=5 seconds?"
309,,Integration_and_Accumulation_of_Change,"The rate at which the surface area of a sphere is changing with radius r is given by dS/dt = 4πr, what is the change in surface area from r=2 to r=5?"
310,,Integration_and_Accumulation_of_Change,Find the integral of 2x + 5 from 0 to 1
311,,Integration_and_Accumulation_of_Change,What is the area under the curve y = x^3 from x = 0 to x = 2?
312,,Integration_and_Accumulation_of_Change,"Given the velocity function v(t)= 3t^2 + 5, find the displacement from t = 0 to t = 2"
313,,Integration_and_Accumulation_of_Change,"A water tank has a cone-shaped bottom with a radius of 3 ft and a height of 8 ft. If water is being poured into the tank at a rate of 2 ft^3/min, how much water is in the tank after 10 minutes?"
314,,Integration_and_Accumulation_of_Change,"The rate at which an oil slick spreads is given by the function R(t) = 2t + 1, where t is in hours and R(t) is in square feet per hour. If the slick has been spreading for 3 hours, what is the total area covered by the slick?"
315,,Integration_and_Accumulation_of_Change,"A spring has a displacement function given by x(t) = 5cos(2t), where x is in meters and t is in seconds. What is the acceleration of the mass at t = 3 seconds?"
316,,Integration_and_Accumulation_of_Change,Find the indefinite integral of 4/(x^2 + 9)
317,,Integration_and_Accumulation_of_Change,"The population of a city is given by the function P(t) = 200e^(0.05t), where t is in years. How much has the population grown after 10 years?"
318,,Integration_and_Accumulation_of_Change,"A car is traveling along a straight road with a velocity of v(t) = t^2 - t, where v is in meters per second and t is in seconds. What is the total distance traveled from t = 0 to t = 2?"
319,,Integration_and_Accumulation_of_Change,"A radioactive substance decays at a rate proportional to its mass. If it initially has a mass of 50 grams and after 15 days, it has a mass of 25 grams, what is the half-life of the substance?"
320,,Integration_and_Accumulation_of_Change,The velocity of a particle at time t is given by the function v(t) = 4t + 3. Find the displacement of the particle between t = 0 and t = 5.
321,,Integration_and_Accumulation_of_Change,Find the total area between the curve y = 2x + 5 and the x-axis from x = 0 to x = 3.
322,,Integration_and_Accumulation_of_Change,A tank initially contains 100 gallons of water and is being filled at a rate of 2 gallons per minute. How much water is in the tank after 20 minutes?
323,,Integration_and_Accumulation_of_Change,"Determine the average value of the function f(x) = x^2 + 3x - 1 on the interval [1,5]."
324,,Integration_and_Accumulation_of_Change,A circular plate has a radius of 4 inches and its thickness increases by 0.5 inches per second. Find the rate of change of volume of the plate after 3 seconds.
325,,Integration_and_Accumulation_of_Change,A particle moves along the x-axis according to the position function s(t) = 3t^2 + 2t - 1. Find the total distance travelled by the particle from t = 0 to t = 4.
326,,Integration_and_Accumulation_of_Change,A rocket is launched from a height of 300 meters with an initial velocity of 50 meters per second. How long will it take for the rocket to reach a height of 800 meters?
327,,Integration_and_Accumulation_of_Change,"A car accelerates at a rate of 2 meters per second squared, starting from rest. Find its velocity after 5 seconds."
328,,Integration_and_Accumulation_of_Change,Find the total work done by a force of 25 Newtons pushing a crate a distance of 10 meters along a frictionless surface.
329,,Integration_and_Accumulation_of_Change,"Given the function g(t) = t^3 - 2t + 7, find the value of the definite integral ∫g(t) dt from t = -1 to t = 2."
330,,Integration_and_Accumulation_of_Change,Find the integral of f(x) = 3x^2 + 2x + 7.
331,,Integration_and_Accumulation_of_Change,Calculate the area under the curve y = 4x^2 from x = 0 to x = 2.
332,,Integration_and_Accumulation_of_Change,Determine the volume of the solid generated by rotating the region bounded by the curves y = x^2 and y = 2x about the x-axis.
333,,Integration_and_Accumulation_of_Change,"Find the average value of the function f(x) = x^3 on the interval [1, 5]."
334,,Integration_and_Accumulation_of_Change,"A car is moving along a straight line with a velocity given by v(t) = 10t + 5, where t is measured in seconds. What is the total distance traveled by the car on the interval 0 ≤ t ≤ 5 seconds?"
335,,Integration_and_Accumulation_of_Change,Calculate the work done by a force of F(x) = 2x on an object moving from x = 1 to x = 4.
336,,Integration_and_Accumulation_of_Change,A conical tank has a height of 10 meters and a radius of 5 meters. How fast is the water level rising when the water is 5 meters deep?
337,,Integration_and_Accumulation_of_Change,"Given the position function s(t) = 3t + 2, find the total displacement of an object between t = 0 and t = 5."
338,,Integration_and_Accumulation_of_Change,"A particle is moving along the curve y = x^2 with a velocity of v(t) = 2t. What is the total distance traveled by the particle on the interval [0, 2] seconds?"
339,,Integration_and_Accumulation_of_Change,An assembly line has a production rate described by P(t) = 100e^(0.2t) units per day. How many units are produced on the interval 0 ≤ t ≤ 10 days?
340,,Integration_and_Accumulation_of_Change,Find the definite integral of f(x) = x^2 + 3x from x = 0 to x = 5.
341,,Integration_and_Accumulation_of_Change,A car is being driven with a velocity of v(t) = 20t m/s. Find the distance traveled by the car from t = 2 seconds to t = 5 seconds.
342,,Integration_and_Accumulation_of_Change,"The rate of change of the population of a city is given by P'(t) = 2t^2 + 50t people/year. If the population of the city is 1000 people in year 2020, what will be the population in 2030?"
343,,Integration_and_Accumulation_of_Change,Find the area bounded by the curves y = x^2 and y = 2x.
344,,Integration_and_Accumulation_of_Change,"A water tank is being filled at a constant rate of 10 L/minute. If the tank can hold a maximum of 1000 L, how long will it take to fill the tank completely?"
345,,Integration_and_Accumulation_of_Change,The velocity of a rocket is given by v(t) = t^2 - 5t + 10 m/s. Find the displacement of the rocket from t = 0 to t = 4 seconds.
346,,Integration_and_Accumulation_of_Change,"The total revenue of a company in thousands of dollars is given by R(x) = 5x^2 - 10x + 50, where x is the number of units sold. Find the marginal revenue when x = 100."
347,,Integration_and_Accumulation_of_Change,"Find the volume of the solid generated by rotating the region bounded by y = x^2, y = 4, and x = 0 about the x-axis."
348,,Integration_and_Accumulation_of_Change,"The mass of a radioactive substance is decreasing at a rate of 5 grams per day. What is the initial mass of the substance if after 10 days, there is only 25 grams remaining?"
349,,Integration_and_Accumulation_of_Change,"An object is moving along the x-axis with a velocity of v(t) = 2t + 1 m/s. Find the position of the object when t = 5 seconds, given that the initial position is x(0) = 3 meters."
350,,Integration_and_Accumulation_of_Change,Find the definite integral of f(x) = x^2 + 3x + 5 from x=0 to x=4.
351,,Integration_and_Accumulation_of_Change,Use the Fundamental Theorem of Calculus to evaluate the definite integral of g(t) = 8/t^2 from t=1 to t=4.
352,,Integration_and_Accumulation_of_Change,Find the antiderivative of h(x) = 2x^3 + 6x^2 - 4x + 5.
353,,Integration_and_Accumulation_of_Change,Calculate the area under the curve of y = 2x + 1 from x=0 to x=5.
354,,Integration_and_Accumulation_of_Change,Evaluate the definite integral of f(x) = 3sin(x) + 4cos(x) from x=0 to x=pi.
355,,Integration_and_Accumulation_of_Change,Find the total change in position of an object moving with velocity v(t) = 2t + 3 from t=0 to t=5.
356,,Integration_and_Accumulation_of_Change,Use integration to find the volume of a solid with cross-sectional area of A(x) = 3x^2 and base of length 6 from x=0 to x=4.
357,,Integration_and_Accumulation_of_Change,Solve for the constant A if the area under the curve of y = Ax + 4 from x=0 to x=2 is equal to 15.
358,,Integration_and_Accumulation_of_Change,A rocket is fired with an initial velocity v0 = 100m/s. Find the height of the rocket after 10 seconds using integration.
359,,Integration_and_Accumulation_of_Change,Find the average value of f(x) = 5x^2 - 2x + 1 from x=0 to x=3.
360,,Integration_and_Accumulation_of_Change,Find the definite integral: $\int_0^2 (3x^2 + 4)dx$
361,,Integration_and_Accumulation_of_Change,"Given the rate of change function $f(x) = 4x^3 + 5x + 2$, find the position function $s(x)$ if $s(0) = 1$."
362,,Integration_and_Accumulation_of_Change,Find the antiderivative of $f(x) = \frac{2}{x^2} + 4x - 3$.
363,,Integration_and_Accumulation_of_Change,Solve the exponential growth problem: A population of bacteria doubles every 3 hours and there are initially 200 bacteria. How many bacteria will there be after 12 hours?
364,,Integration_and_Accumulation_of_Change,"A particle's position is given by the function $s(t) = 4t^3 + 2t^2 - 5$, where $t$ is time in seconds. Find the average velocity over the interval $[1,3]$."
365,,Integration_and_Accumulation_of_Change,"Calculate the area between the curves $y = 3x^2 + 1$ and $y = 2x^2 + 5$ in the interval $[0,2]$."
366,,Integration_and_Accumulation_of_Change,A sphere with radius 3 cm is being filled with water at a rate of 5 cm$^3$/s. How fast is the water level rising when the radius is 1 cm?
367,,Integration_and_Accumulation_of_Change,"A car travels at a constant velocity of 60 km/h for 2 hours, then accelerates at a rate of 10 km/h$^2$ for 3 hours, and finally travels at a constant speed of 100 km/h for 1 hour. Find the total distance traveled."
368,,Integration_and_Accumulation_of_Change,"Using the product rule for integration, evaluate $\int x^3\cos x dx$."
369,,Integration_and_Accumulation_of_Change,"A cylinder has a radius of 5 cm and a height of 10 cm. Water flows into the cylinder at a rate of 3 cm$^3$/s. After 2 minutes, half of the cylinder is filled. What is the volume of the cylinder?"
370,,Integration_and_Accumulation_of_Change,What is the integral of 2x?
371,,Integration_and_Accumulation_of_Change,"Find the total area under the curve y = x^2, bounded by x = 0 and x = 3."
372,,Integration_and_Accumulation_of_Change,What is the definite integral of cos(x) from 0 to pi?
373,,Integration_and_Accumulation_of_Change,Calculate the integral of 1/(1+x) from x = 0 to x = 5.
374,,Integration_and_Accumulation_of_Change,"Find the volume of the solid generated by rotating the region bounded by y = x^2, x = 0, and x = 2 about the x-axis."
375,,Integration_and_Accumulation_of_Change,"What is the average value of f(x) = 2x + 3 on the interval [1,5]?"
376,,Integration_and_Accumulation_of_Change,Evaluate the improper integral of e^(-x) from x = 0 to x = infinity.
377,,Integration_and_Accumulation_of_Change,"Find the total displacement of an object with a velocity of 4t and starting at position 3m, after 3 seconds."
378,,Integration_and_Accumulation_of_Change,"Calculate the work done by a force F(x) = 3x on the interval [0,10] using integration."
379,,Integration_and_Accumulation_of_Change,"If the rate of change of a population is given by dP/dt = 2t, what will the population be after 5 years if the initial population is 100?"
380,,Integration_and_Accumulation_of_Change,Evaluate the definite integral ∫ 4x^3 + 2x - 5 dx from 0 to 2.
381,,Integration_and_Accumulation_of_Change,Find the indefinite integral ∫(3x^2 + 5x) dx.
382,,Integration_and_Accumulation_of_Change,"Calculate the area under the curve y = x^2 + 2x on the interval [1, 4]."
383,,Integration_and_Accumulation_of_Change,What is the total accumulated change in position of an object moving at a velocity of 6 meters per second for 10 seconds?
384,,Integration_and_Accumulation_of_Change,"Determine the average value of the function f(x) = 2x^3 + 4x^2 - 7x + 1 on the interval [-2, 2]."
385,,Integration_and_Accumulation_of_Change,A tank initially holds 100 liters of water and is being filled at a rate of 5 liters per minute. How much water will be in the tank after 30 minutes?
386,,Integration_and_Accumulation_of_Change,"For the function f(x) = 2/x, find the derivative of the definite integral ∫2to3 f(t) dt with respect to x."
387,,Integration_and_Accumulation_of_Change,"If the rate of change of a function is given by f '(x) = e^x, what is the total accumulated change in the function from x = 1 to x = 5?"
388,,Integration_and_Accumulation_of_Change,A ball is thrown into the air with a velocity of 30 m/s. Find the total distance traveled by the ball before it hits the ground.
389,,Integration_and_Accumulation_of_Change,"Given that the derivative of a function f(x) is f '(x) = x^2 + 2x, what is the value of f(x) at x = 2, if f(0) = 5?"
390,,Integration_and_Accumulation_of_Change,Find the area under the curve y=x^2 from x=0 to x=2 using integration.
391,,Integration_and_Accumulation_of_Change,What is the accumulated area between the curves y=x and y=x^2 from x=0 to x=3?
392,,Integration_and_Accumulation_of_Change,Calculate the integral of cos(x) with respect to x from x=0 to x=π.
393,,Integration_and_Accumulation_of_Change,How many square units are enclosed by the curves y=2x and y=x^2 from x=0 to x=4?
394,,Integration_and_Accumulation_of_Change,Determine the antiderivative of f(x) = 3x^2 + 5x - 2.
395,,Integration_and_Accumulation_of_Change,"Given the function f(x) = 2x + 1, what is the area under the curve from x=0 to x=5?"
396,,Integration_and_Accumulation_of_Change,"Find the average value of f(x) = 3x^2 - 2x + 1 over the interval [0, 2]."
397,,Integration_and_Accumulation_of_Change,What is the net change of the position function s(t) = t^2 - 3t + 1 from t=0 to t=5?
398,,Integration_and_Accumulation_of_Change,Calculate the integral of ln(x) with respect to x.
399,,Integration_and_Accumulation_of_Change,"If the rate of rainfall is f(t) = 2t liters per hour, what is the total amount of rain accumulated between t=0 and t=6 hours?"
400,,Integration_and_Accumulation_of_Change,Find the indefinite integral of f(x) = 3x^2 + 4x + 2.
401,,Integration_and_Accumulation_of_Change,"Evaluate the definite integral of g(x) = 2x^3 - 5x^2 + 3x, from x=1 to x=5."
402,,Integration_and_Accumulation_of_Change,Use the fundamental theorem of calculus to find the derivative of h(x) = ∫x^2cos(x)dx.
403,,Integration_and_Accumulation_of_Change,A particle moves along a straight line with velocity v(t) = 3t^2 - 4t + 5. Find the displacement of the particle from t=1 to t=4.
404,,Integration_and_Accumulation_of_Change,The net force acting on a mass of 2 kg is given by F(x) = x^2 + 2x - 3. Find the work done in moving the mass from x=1 to x=4.
405,,Integration_and_Accumulation_of_Change,"Find the average value of the function f(x) = 2x^2 + 3x + 1 on the interval [0, 5]."
406,,Integration_and_Accumulation_of_Change,"The rate of change of water level in a tank is given by dV/dt = 4t - 2. If the initial volume of water is 10 liters, find the water level after 5 seconds."
407,,Integration_and_Accumulation_of_Change,A spring has a natural length of 10 cm and a force constant of 8 N/cm. Find the work done in stretching the spring from 10 cm to 20 cm.
408,,Integration_and_Accumulation_of_Change,Use integration to find the area enclosed by the curves y = x^2 and y = 2x^2 - 1.
409,,Integration_and_Accumulation_of_Change,"The concentration of a chemical in a solution is given by C(t) = 4/t + 3t. Find the total amount of the chemical in the solution over the interval [1, 4]."
410,,Integration_and_Accumulation_of_Change,"Given the function f(x) = 3x^2, find the definite integral of f(x) from 2 to 5."
411,,Integration_and_Accumulation_of_Change,Find the area under the curve y = 2x + 1 from x = 0 to x = 4.
412,,Integration_and_Accumulation_of_Change,Calculate the definite integral of f(x) = sin(x) from 0 to π/2.
413,,Integration_and_Accumulation_of_Change,"A particle moves along a straight line with a velocity of v(t) = 4t + 2 at time t, starting at t = 0. Find the total displacement of the particle from t = 0 to t = 3."
414,,Integration_and_Accumulation_of_Change,Find the volume of the solid generated when the region bounded by y = x^2 and y = 4x in the first quadrant is revolved around the y-axis.
415,,Integration_and_Accumulation_of_Change,"The velocity of a car is given by v(t) = 6t^2 + 2t - 5, where t is time in seconds. Find the total distance traveled by the car from t = 0 to t = 5 seconds."
416,,Integration_and_Accumulation_of_Change,"A tank initially contains 20 liters of water. Water enters the tank at a rate of r(t) = 3t liters per minute, where t is time in minutes. Find the volume of water in the tank after 10 minutes."
417,,Integration_and_Accumulation_of_Change,A particle moves along the x-axis with a velocity given by v(t) = t^2 - 3t + 2. Find the acceleration of the particle at t = 2.
418,,Integration_and_Accumulation_of_Change,"Find the area of the region bounded by y = x^2, x = 0, and x = 2 using the left endpoint Riemann sum with n = 4."
419,,Integration_and_Accumulation_of_Change,"The marginal cost of producing x units of a product is given by C'(x) = 2x + 3. If the total cost of producing 10 units is $500, find the total cost of producing 20 units."
420,,Integration_and_Accumulation_of_Change,Find the indefinite integral of f(x) = 3x^2 + 5x - 2.
421,,Integration_and_Accumulation_of_Change,"If the velocity of a car is given by v(t) = t^2 + 5t - 3, what is the displacement of the car from t = 0 to t = 5?"
422,,Integration_and_Accumulation_of_Change,Evaluate the definite integral ∫x^2 dx from x = -2 to x = 2.
423,,Integration_and_Accumulation_of_Change,"A tank is being filled with water at a constant rate of 5 gallons per minute. If the tank holds 500 gallons of water when full, how much water is in the tank after 10 minutes?"
424,,Integration_and_Accumulation_of_Change,"Given the function g(x) = (x^3 + 2x + 1)/x^2, find the derivative of g(x)."
425,,Integration_and_Accumulation_of_Change,A ball is thrown vertically upward with an initial velocity of 60 ft/s. How long does it take for the ball to reach a height of 100 feet?
426,,Integration_and_Accumulation_of_Change,"A company's monthly revenue, in thousands of dollars, is given by R(x) = 3x^2 + 10x, where x is the number of units sold. What is the company's average revenue per unit?"
427,,Integration_and_Accumulation_of_Change,Find the area bounded by the curves y = x^2 and y = x.
428,,Integration_and_Accumulation_of_Change,A particle moves along the x-axis with velocity v(t) = t^2 + 2t - 3. What is the acceleration of the particle after 5 seconds?
429,,Integration_and_Accumulation_of_Change,"A cylinder has a height of 10 inches and a radius of 5 inches. If the height of the liquid inside is changing at a rate of 2 inches per minute, at what rate is the volume of the liquid changing when the height is 8 inches?"
430,,Integration_and_Accumulation_of_Change,Find the definite integral of f(x) = x^2 + 3x + 5 from x = 1 to x = 4.
